text,station,measurand,calculation,representation
"Gib mir den durchschnittlichen no2 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Liste.",Karlsruhe-Nordwest,no2,durchschnittlichen,Liste
"Gib mir den minimalen no2 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Graph.",Karlsruhe-Nordwest,no2,minimalen,Graph
"Gib mir den durchschnittlichen no2 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Graph.",Karlsruhe-Nordwest,no2,durchschnittlichen,Graph
"Gib mir den minimalen Stickstoffdioxid Wert in Karlsruhe-Nordwest der letzten 4 Tage als Text.",Karlsruhe-Nordwest,Stickstoffdioxid,minimalen,Text
"Gib mir den maximalen Stickstoffdioxid Wert in Karlsruhe-Nordwest der letzten 4 Tage als Text.",Karlsruhe-Nordwest,Stickstoffdioxid,maximalen,Text
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in Karlsruhe-Nordwest der letzten 4 Tage als Text.",Karlsruhe-Nordwest,Stickstoffdioxid,durchschnittlichen,Text
"Gib mir den minimalen Stickstoffdioxid Wert in Karlsruhe-Nordwest der letzten 4 Tage als Tabelle.",Karlsruhe-Nordwest,Stickstoffdioxid,minimalen,Tabelle
"Gib mir den maximalen Stickstoffdioxid Wert in Karlsruhe-Nordwest der letzten 4 Tage als Tabelle.",Karlsruhe-Nordwest,Stickstoffdioxid,maximalen,Tabelle
"Gib mir den minimalen Stickstoffdioxid Wert in Karlsruhe-Nordwest der letzten 4 Tage als Liste.",Karlsruhe-Nordwest,Stickstoffdioxid,minimalen,Liste
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in Karlsruhe-Nordwest der letzten 4 Tage als Liste.",Karlsruhe-Nordwest,Stickstoffdioxid,durchschnittlichen,Liste
"Gib mir den minimalen Stickstoffdioxid Wert in Karlsruhe-Nordwest der letzten 4 Tage als Graph.",Karlsruhe-Nordwest,Stickstoffdioxid,minimalen,Graph
"Gib mir den maximalen o3 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Text.",Karlsruhe-Nordwest,o3,maximalen,Text
"Gib mir den minimalen o3 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Tabelle.",Karlsruhe-Nordwest,o3,minimalen,Tabelle
"Gib mir den maximalen o3 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Tabelle.",Karlsruhe-Nordwest,o3,maximalen,Tabelle
"Gib mir den minimalen o3 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Graph.",Karlsruhe-Nordwest,o3,minimalen,Graph
"Gib mir den maximalen o3 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Graph.",Karlsruhe-Nordwest,o3,maximalen,Graph
"Gib mir den durchschnittlichen o3 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Graph.",Karlsruhe-Nordwest,o3,durchschnittlichen,Graph
"Gib mir den minimalen Ozon Wert in Karlsruhe-Nordwest der letzten 4 Tage als Text.",Karlsruhe-Nordwest,Ozon,minimalen,Text
"Gib mir den durchschnittlichen Ozon Wert in Karlsruhe-Nordwest der letzten 4 Tage als Text.",Karlsruhe-Nordwest,Ozon,durchschnittlichen,Text
"Gib mir den maximalen Ozon Wert in Karlsruhe-Nordwest der letzten 4 Tage als Tabelle.",Karlsruhe-Nordwest,Ozon,maximalen,Tabelle
"Gib mir den maximalen Ozon Wert in Karlsruhe-Nordwest der letzten 4 Tage als Liste.",Karlsruhe-Nordwest,Ozon,maximalen,Liste
"Gib mir den durchschnittlichen Ozon Wert in Karlsruhe-Nordwest der letzten 4 Tage als Liste.",Karlsruhe-Nordwest,Ozon,durchschnittlichen,Liste
"Gib mir den minimalen Ozon Wert in Karlsruhe-Nordwest der letzten 4 Tage als Graph.",Karlsruhe-Nordwest,Ozon,minimalen,Graph
"Gib mir den durchschnittlichen pm10 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Text.",Karlsruhe-Nordwest,pm10,durchschnittlichen,Text
"Gib mir den maximalen pm10 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Tabelle.",Karlsruhe-Nordwest,pm10,maximalen,Tabelle
"Gib mir den durchschnittlichen pm10 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Tabelle.",Karlsruhe-Nordwest,pm10,durchschnittlichen,Tabelle
"Gib mir den minimalen pm10 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Liste.",Karlsruhe-Nordwest,pm10,minimalen,Liste
"Gib mir den durchschnittlichen pm10 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Liste.",Karlsruhe-Nordwest,pm10,durchschnittlichen,Liste
"Gib mir den minimalen pm10 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Graph.",Karlsruhe-Nordwest,pm10,minimalen,Graph
"Gib mir den maximalen pm10 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Graph.",Karlsruhe-Nordwest,pm10,maximalen,Graph
"Gib mir den durchschnittlichen pm10 Wert in Karlsruhe-Nordwest der letzten 4 Tage als Graph.",Karlsruhe-Nordwest,pm10,durchschnittlichen,Graph
"Gib mir den minimalen pm25k Wert in Karlsruhe-Nordwest der letzten 4 Tage als Tabelle.",Karlsruhe-Nordwest,pm25k,minimalen,Tabelle
"Gib mir den maximalen pm25k Wert in Karlsruhe-Nordwest der letzten 4 Tage als Tabelle.",Karlsruhe-Nordwest,pm25k,maximalen,Tabelle
"Gib mir den durchschnittlichen pm25k Wert in Karlsruhe-Nordwest der letzten 4 Tage als Tabelle.",Karlsruhe-Nordwest,pm25k,durchschnittlichen,Tabelle
"Gib mir den minimalen pm25k Wert in Karlsruhe-Nordwest der letzten 4 Tage als Liste.",Karlsruhe-Nordwest,pm25k,minimalen,Liste
"Gib mir den maximalen pm25k Wert in Karlsruhe-Nordwest der letzten 4 Tage als Liste.",Karlsruhe-Nordwest,pm25k,maximalen,Liste
"Gib mir den durchschnittlichen pm25k Wert in Karlsruhe-Nordwest der letzten 4 Tage als Liste.",Karlsruhe-Nordwest,pm25k,durchschnittlichen,Liste
"Gib mir den minimalen pm25k Wert in Karlsruhe-Nordwest der letzten 4 Tage als Graph.",Karlsruhe-Nordwest,pm25k,minimalen,Graph
"Gib mir den durchschnittlichen pm25k Wert in Karlsruhe-Nordwest der letzten 4 Tage als Graph.",Karlsruhe-Nordwest,pm25k,durchschnittlichen,Graph
"Gib mir den durchschnittlichen luqx Wert in DEBW080 der letzten 4 Tage als Text.",DEBW080,luqx,durchschnittlichen,Text
"Gib mir den minimalen luqx Wert in DEBW080 der letzten 4 Tage als Tabelle.",DEBW080,luqx,minimalen,Tabelle
"Gib mir den maximalen luqx Wert in DEBW080 der letzten 4 Tage als Tabelle.",DEBW080,luqx,maximalen,Tabelle
"Gib mir den durchschnittlichen luqx Wert in DEBW080 der letzten 4 Tage als Tabelle.",DEBW080,luqx,durchschnittlichen,Tabelle
"Gib mir den minimalen luqx Wert in DEBW080 der letzten 4 Tage als Graph.",DEBW080,luqx,minimalen,Graph
"Gib mir den maximalen luqx Wert in DEBW080 der letzten 4 Tage als Graph.",DEBW080,luqx,maximalen,Graph
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in DEBW080 der letzten 4 Tage als Tabelle.",DEBW080,Luftqualitätsindex,durchschnittlichen,Tabelle
"Gib mir den minimalen Luftqualitätsindex Wert in DEBW080 der letzten 4 Tage als Liste.",DEBW080,Luftqualitätsindex,minimalen,Liste
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in DEBW080 der letzten 4 Tage als Liste.",DEBW080,Luftqualitätsindex,durchschnittlichen,Liste
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in DEBW080 der letzten 4 Tage als Graph.",DEBW080,Luftqualitätsindex,durchschnittlichen,Graph
"Gib mir den durchschnittlichen no2 Wert in DEBW080 der letzten 4 Tage als Text.",DEBW080,no2,durchschnittlichen,Text
"Gib mir den maximalen no2 Wert in DEBW080 der letzten 4 Tage als Tabelle.",DEBW080,no2,maximalen,Tabelle
"Gib mir den maximalen no2 Wert in DEBW080 der letzten 4 Tage als Liste.",DEBW080,no2,maximalen,Liste
"Gib mir den maximalen no2 Wert in DEBW080 der letzten 4 Tage als Graph.",DEBW080,no2,maximalen,Graph
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in DEBW080 der letzten 4 Tage als Tabelle.",DEBW080,Stickstoffdioxid,durchschnittlichen,Tabelle
"Gib mir den minimalen Stickstoffdioxid Wert in DEBW080 der letzten 4 Tage als Liste.",DEBW080,Stickstoffdioxid,minimalen,Liste
"Gib mir den maximalen Stickstoffdioxid Wert in DEBW080 der letzten 4 Tage als Liste.",DEBW080,Stickstoffdioxid,maximalen,Liste
"Gib mir den minimalen Stickstoffdioxid Wert in DEBW080 der letzten 4 Tage als Graph.",DEBW080,Stickstoffdioxid,minimalen,Graph
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in DEBW080 der letzten 4 Tage als Graph.",DEBW080,Stickstoffdioxid,durchschnittlichen,Graph
"Gib mir den durchschnittlichen o3 Wert in DEBW080 der letzten 4 Tage als Text.",DEBW080,o3,durchschnittlichen,Text
"Gib mir den maximalen o3 Wert in DEBW080 der letzten 4 Tage als Tabelle.",DEBW080,o3,maximalen,Tabelle
"Gib mir den maximalen o3 Wert in DEBW080 der letzten 4 Tage als Liste.",DEBW080,o3,maximalen,Liste
"Gib mir den maximalen o3 Wert in DEBW080 der letzten 4 Tage als Graph.",DEBW080,o3,maximalen,Graph
"Gib mir den durchschnittlichen o3 Wert in DEBW080 der letzten 4 Tage als Graph.",DEBW080,o3,durchschnittlichen,Graph
"Gib mir den maximalen Ozon Wert in DEBW080 der letzten 4 Tage als Text.",DEBW080,Ozon,maximalen,Text
"Gib mir den durchschnittlichen Ozon Wert in DEBW080 der letzten 4 Tage als Liste.",DEBW080,Ozon,durchschnittlichen,Liste
"Gib mir den minimalen Ozon Wert in DEBW080 der letzten 4 Tage als Graph.",DEBW080,Ozon,minimalen,Graph
"Gib mir den maximalen Ozon Wert in DEBW080 der letzten 4 Tage als Graph.",DEBW080,Ozon,maximalen,Graph
"Gib mir den maximalen pm10 Wert in DEBW080 der letzten 4 Tage als Tabelle.",DEBW080,pm10,maximalen,Tabelle
"Gib mir den durchschnittlichen pm10 Wert in DEBW080 der letzten 4 Tage als Liste.",DEBW080,pm10,durchschnittlichen,Liste
"Gib mir den minimalen pm10 Wert in DEBW080 der letzten 4 Tage als Graph.",DEBW080,pm10,minimalen,Graph
"Gib mir den maximalen pm25k Wert in DEBW080 der letzten 4 Tage als Text.",DEBW080,pm25k,maximalen,Text
"Gib mir den durchschnittlichen pm25k Wert in DEBW080 der letzten 4 Tage als Text.",DEBW080,pm25k,durchschnittlichen,Text
"Gib mir den minimalen pm25k Wert in DEBW080 der letzten 4 Tage als Tabelle.",DEBW080,pm25k,minimalen,Tabelle
"Gib mir den maximalen pm25k Wert in DEBW080 der letzten 4 Tage als Tabelle.",DEBW080,pm25k,maximalen,Tabelle
"Gib mir den durchschnittlichen pm25k Wert in DEBW080 der letzten 4 Tage als Tabelle.",DEBW080,pm25k,durchschnittlichen,Tabelle
"Gib mir den maximalen pm25k Wert in DEBW080 der letzten 4 Tage als Liste.",DEBW080,pm25k,maximalen,Liste
"Gib mir den durchschnittlichen pm25k Wert in DEBW080 der letzten 4 Tage als Liste.",DEBW080,pm25k,durchschnittlichen,Liste
"Gib mir den minimalen pm25k Wert in DEBW080 der letzten 4 Tage als Graph.",DEBW080,pm25k,minimalen,Graph
"Gib mir den maximalen pm25k Wert in DEBW080 der letzten 4 Tage als Graph.",DEBW080,pm25k,maximalen,Graph
"Gib mir den durchschnittlichen pm25k Wert in DEBW080 der letzten 4 Tage als Graph.",DEBW080,pm25k,durchschnittlichen,Graph
"Gib mir den maximalen luqx Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Text.",Karlsruhe Reinhold-Frank-Straße,luqx,maximalen,Text
"Gib mir den durchschnittlichen luqx Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Text.",Karlsruhe Reinhold-Frank-Straße,luqx,durchschnittlichen,Text
"Gib mir den maximalen luqx Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,luqx,maximalen,Tabelle
"Gib mir den minimalen luqx Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Liste.",Karlsruhe Reinhold-Frank-Straße,luqx,minimalen,Liste
"Gib mir den maximalen Luftqualitätsindex Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Text.",Karlsruhe Reinhold-Frank-Straße,Luftqualitätsindex,maximalen,Text
"Gib mir den maximalen Luftqualitätsindex Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,Luftqualitätsindex,maximalen,Tabelle
"Gib mir den minimalen Luftqualitätsindex Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Graph.",Karlsruhe Reinhold-Frank-Straße,Luftqualitätsindex,minimalen,Graph
"Gib mir den maximalen Luftqualitätsindex Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Graph.",Karlsruhe Reinhold-Frank-Straße,Luftqualitätsindex,maximalen,Graph
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Graph.",Karlsruhe Reinhold-Frank-Straße,Luftqualitätsindex,durchschnittlichen,Graph
"Gib mir den durchschnittlichen no2 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Text.",Karlsruhe Reinhold-Frank-Straße,no2,durchschnittlichen,Text
"Gib mir den maximalen no2 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,no2,maximalen,Tabelle
"Gib mir den durchschnittlichen no2 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,no2,durchschnittlichen,Tabelle
"Gib mir den minimalen no2 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Liste.",Karlsruhe Reinhold-Frank-Straße,no2,minimalen,Liste
"Gib mir den maximalen no2 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Liste.",Karlsruhe Reinhold-Frank-Straße,no2,maximalen,Liste
"Gib mir den minimalen Stickstoffdioxid Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,Stickstoffdioxid,minimalen,Tabelle
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,Stickstoffdioxid,durchschnittlichen,Tabelle
"Gib mir den minimalen Stickstoffdioxid Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Liste.",Karlsruhe Reinhold-Frank-Straße,Stickstoffdioxid,minimalen,Liste
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Liste.",Karlsruhe Reinhold-Frank-Straße,Stickstoffdioxid,durchschnittlichen,Liste
"Gib mir den minimalen Stickstoffdioxid Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Graph.",Karlsruhe Reinhold-Frank-Straße,Stickstoffdioxid,minimalen,Graph
"Gib mir den maximalen Stickstoffdioxid Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Graph.",Karlsruhe Reinhold-Frank-Straße,Stickstoffdioxid,maximalen,Graph
"Gib mir den minimalen o3 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Text.",Karlsruhe Reinhold-Frank-Straße,o3,minimalen,Text
"Gib mir den maximalen o3 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Text.",Karlsruhe Reinhold-Frank-Straße,o3,maximalen,Text
"Gib mir den durchschnittlichen o3 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,o3,durchschnittlichen,Tabelle
"Gib mir den durchschnittlichen o3 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Liste.",Karlsruhe Reinhold-Frank-Straße,o3,durchschnittlichen,Liste
"Gib mir den maximalen o3 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Graph.",Karlsruhe Reinhold-Frank-Straße,o3,maximalen,Graph
"Gib mir den maximalen Ozon Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Text.",Karlsruhe Reinhold-Frank-Straße,Ozon,maximalen,Text
"Gib mir den minimalen Ozon Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,Ozon,minimalen,Tabelle
"Gib mir den maximalen Ozon Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,Ozon,maximalen,Tabelle
"Gib mir den durchschnittlichen Ozon Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,Ozon,durchschnittlichen,Tabelle
"Gib mir den minimalen pm10 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Text.",Karlsruhe Reinhold-Frank-Straße,pm10,minimalen,Text
"Gib mir den minimalen pm10 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,pm10,minimalen,Tabelle
"Gib mir den maximalen pm10 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,pm10,maximalen,Tabelle
"Gib mir den durchschnittlichen pm10 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,pm10,durchschnittlichen,Tabelle
"Gib mir den maximalen pm10 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Liste.",Karlsruhe Reinhold-Frank-Straße,pm10,maximalen,Liste
"Gib mir den minimalen pm10 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Graph.",Karlsruhe Reinhold-Frank-Straße,pm10,minimalen,Graph
"Gib mir den maximalen pm10 Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Graph.",Karlsruhe Reinhold-Frank-Straße,pm10,maximalen,Graph
"Gib mir den maximalen pm25k Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Text.",Karlsruhe Reinhold-Frank-Straße,pm25k,maximalen,Text
"Gib mir den durchschnittlichen pm25k Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Text.",Karlsruhe Reinhold-Frank-Straße,pm25k,durchschnittlichen,Text
"Gib mir den maximalen pm25k Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,pm25k,maximalen,Tabelle
"Gib mir den durchschnittlichen pm25k Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Tabelle.",Karlsruhe Reinhold-Frank-Straße,pm25k,durchschnittlichen,Tabelle
"Gib mir den minimalen pm25k Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Liste.",Karlsruhe Reinhold-Frank-Straße,pm25k,minimalen,Liste
"Gib mir den maximalen pm25k Wert in Karlsruhe Reinhold-Frank-Straße der letzten 4 Tage als Liste.",Karlsruhe Reinhold-Frank-Straße,pm25k,maximalen,Liste
"Gib mir den minimalen luqx Wert in DEBW022 der letzten 4 Tage als Tabelle.",DEBW022,luqx,minimalen,Tabelle
"Gib mir den minimalen luqx Wert in DEBW022 der letzten 4 Tage als Liste.",DEBW022,luqx,minimalen,Liste
"Gib mir den maximalen luqx Wert in DEBW022 der letzten 4 Tage als Liste.",DEBW022,luqx,maximalen,Liste
"Gib mir den durchschnittlichen luqx Wert in DEBW022 der letzten 4 Tage als Liste.",DEBW022,luqx,durchschnittlichen,Liste
"Gib mir den minimalen luqx Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,luqx,minimalen,Graph
"Gib mir den maximalen Luftqualitätsindex Wert in DEBW022 der letzten 4 Tage als Text.",DEBW022,Luftqualitätsindex,maximalen,Text
"Gib mir den maximalen Luftqualitätsindex Wert in DEBW022 der letzten 4 Tage als Tabelle.",DEBW022,Luftqualitätsindex,maximalen,Tabelle
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in DEBW022 der letzten 4 Tage als Tabelle.",DEBW022,Luftqualitätsindex,durchschnittlichen,Tabelle
"Gib mir den minimalen Luftqualitätsindex Wert in DEBW022 der letzten 4 Tage als Liste.",DEBW022,Luftqualitätsindex,minimalen,Liste
"Gib mir den maximalen Luftqualitätsindex Wert in DEBW022 der letzten 4 Tage als Liste.",DEBW022,Luftqualitätsindex,maximalen,Liste
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in DEBW022 der letzten 4 Tage als Liste.",DEBW022,Luftqualitätsindex,durchschnittlichen,Liste
"Gib mir den minimalen Luftqualitätsindex Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,Luftqualitätsindex,minimalen,Graph
"Gib mir den maximalen Luftqualitätsindex Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,Luftqualitätsindex,maximalen,Graph
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,Luftqualitätsindex,durchschnittlichen,Graph
"Gib mir den minimalen no2 Wert in DEBW022 der letzten 4 Tage als Tabelle.",DEBW022,no2,minimalen,Tabelle
"Gib mir den maximalen no2 Wert in DEBW022 der letzten 4 Tage als Tabelle.",DEBW022,no2,maximalen,Tabelle
"Gib mir den maximalen no2 Wert in DEBW022 der letzten 4 Tage als Liste.",DEBW022,no2,maximalen,Liste
"Gib mir den maximalen no2 Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,no2,maximalen,Graph
"Gib mir den durchschnittlichen no2 Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,no2,durchschnittlichen,Graph
"Gib mir den maximalen Stickstoffdioxid Wert in DEBW022 der letzten 4 Tage als Text.",DEBW022,Stickstoffdioxid,maximalen,Text
"Gib mir den minimalen Stickstoffdioxid Wert in DEBW022 der letzten 4 Tage als Tabelle.",DEBW022,Stickstoffdioxid,minimalen,Tabelle
"Gib mir den minimalen Stickstoffdioxid Wert in DEBW022 der letzten 4 Tage als Liste.",DEBW022,Stickstoffdioxid,minimalen,Liste
"Gib mir den maximalen Stickstoffdioxid Wert in DEBW022 der letzten 4 Tage als Liste.",DEBW022,Stickstoffdioxid,maximalen,Liste
"Gib mir den maximalen Stickstoffdioxid Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,Stickstoffdioxid,maximalen,Graph
"Gib mir den maximalen o3 Wert in DEBW022 der letzten 4 Tage als Text.",DEBW022,o3,maximalen,Text
"Gib mir den durchschnittlichen o3 Wert in DEBW022 der letzten 4 Tage als Text.",DEBW022,o3,durchschnittlichen,Text
"Gib mir den durchschnittlichen o3 Wert in DEBW022 der letzten 4 Tage als Tabelle.",DEBW022,o3,durchschnittlichen,Tabelle
"Gib mir den minimalen o3 Wert in DEBW022 der letzten 4 Tage als Liste.",DEBW022,o3,minimalen,Liste
"Gib mir den maximalen o3 Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,o3,maximalen,Graph
"Gib mir den minimalen Ozon Wert in DEBW022 der letzten 4 Tage als Text.",DEBW022,Ozon,minimalen,Text
"Gib mir den durchschnittlichen Ozon Wert in DEBW022 der letzten 4 Tage als Text.",DEBW022,Ozon,durchschnittlichen,Text
"Gib mir den minimalen Ozon Wert in DEBW022 der letzten 4 Tage als Tabelle.",DEBW022,Ozon,minimalen,Tabelle
"Gib mir den durchschnittlichen Ozon Wert in DEBW022 der letzten 4 Tage als Liste.",DEBW022,Ozon,durchschnittlichen,Liste
"Gib mir den maximalen Ozon Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,Ozon,maximalen,Graph
"Gib mir den durchschnittlichen Ozon Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,Ozon,durchschnittlichen,Graph
"Gib mir den maximalen pm10 Wert in DEBW022 der letzten 4 Tage als Text.",DEBW022,pm10,maximalen,Text
"Gib mir den minimalen pm10 Wert in DEBW022 der letzten 4 Tage als Tabelle.",DEBW022,pm10,minimalen,Tabelle
"Gib mir den maximalen pm10 Wert in DEBW022 der letzten 4 Tage als Tabelle.",DEBW022,pm10,maximalen,Tabelle
"Gib mir den durchschnittlichen pm10 Wert in DEBW022 der letzten 4 Tage als Liste.",DEBW022,pm10,durchschnittlichen,Liste
"Gib mir den minimalen pm10 Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,pm10,minimalen,Graph
"Gib mir den durchschnittlichen pm10 Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,pm10,durchschnittlichen,Graph
"Gib mir den durchschnittlichen pm25k Wert in DEBW022 der letzten 4 Tage als Text.",DEBW022,pm25k,durchschnittlichen,Text
"Gib mir den maximalen pm25k Wert in DEBW022 der letzten 4 Tage als Tabelle.",DEBW022,pm25k,maximalen,Tabelle
"Gib mir den minimalen pm25k Wert in DEBW022 der letzten 4 Tage als Liste.",DEBW022,pm25k,minimalen,Liste
"Gib mir den durchschnittlichen pm25k Wert in DEBW022 der letzten 4 Tage als Liste.",DEBW022,pm25k,durchschnittlichen,Liste
"Gib mir den minimalen pm25k Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,pm25k,minimalen,Graph
"Gib mir den maximalen pm25k Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,pm25k,maximalen,Graph
"Gib mir den durchschnittlichen pm25k Wert in DEBW022 der letzten 4 Tage als Graph.",DEBW022,pm25k,durchschnittlichen,Graph
"Gib mir den maximalen luqx Wert in Kehl der letzten 4 Tage als Text.",Kehl,luqx,maximalen,Text
"Gib mir den durchschnittlichen luqx Wert in Kehl der letzten 4 Tage als Text.",Kehl,luqx,durchschnittlichen,Text
"Gib mir den minimalen luqx Wert in Kehl der letzten 4 Tage als Tabelle.",Kehl,luqx,minimalen,Tabelle
"Gib mir den maximalen luqx Wert in Kehl der letzten 4 Tage als Tabelle.",Kehl,luqx,maximalen,Tabelle
"Gib mir den durchschnittlichen luqx Wert in Kehl der letzten 4 Tage als Tabelle.",Kehl,luqx,durchschnittlichen,Tabelle
"Gib mir den maximalen luqx Wert in Kehl der letzten 4 Tage als Liste.",Kehl,luqx,maximalen,Liste
"Gib mir den durchschnittlichen luqx Wert in Kehl der letzten 4 Tage als Liste.",Kehl,luqx,durchschnittlichen,Liste
"Gib mir den maximalen luqx Wert in Kehl der letzten 4 Tage als Graph.",Kehl,luqx,maximalen,Graph
"Gib mir den durchschnittlichen luqx Wert in Kehl der letzten 4 Tage als Graph.",Kehl,luqx,durchschnittlichen,Graph
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in Kehl der letzten 4 Tage als Tabelle.",Kehl,Luftqualitätsindex,durchschnittlichen,Tabelle
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in Kehl der letzten 4 Tage als Liste.",Kehl,Luftqualitätsindex,durchschnittlichen,Liste
"Gib mir den minimalen Luftqualitätsindex Wert in Kehl der letzten 4 Tage als Graph.",Kehl,Luftqualitätsindex,minimalen,Graph
"Gib mir den minimalen no2 Wert in Kehl der letzten 4 Tage als Text.",Kehl,no2,minimalen,Text
"Gib mir den maximalen no2 Wert in Kehl der letzten 4 Tage als Text.",Kehl,no2,maximalen,Text
